year,month,day,hour,minute,rain,meta
1862,7,10,8.0,0,11.43,orig=0.45in
1862,7,11,8.0,0,2.54,orig=0.1in
1862,7,12,8.0,0,20.574,orig=0.81in
1862,7,14,8.0,0,2.54,orig=0.1in
1862,7,15,8.0,0,2.54,orig=0.1in
1862,7,16,8.0,0,0.0,orig=0.0in
1862,7,17,8.0,0,0.0,orig=0.0in
1862,7,18,8.0,0,15.494,orig=0.61in
1862,7,21,8.0,0,0.0,orig=0.0in
1862,7,22,8.0,0,0.0,orig=0.0in
1862,7,23,8.0,0,7.112,orig=0.28in
1862,7,24,8.0,0,9.906,orig=0.39in
