1868,3,22,Sunday,DWR_1868_03-52.jpg
HEARTSCONTENT,29.59,44,0.25,
SKUDDESNAES,29.77,41, NaN,
NAIRN,29.64,44,0.03,
ABERDEEN,29.73,44,0.01,
LEITH,29.75,48,0.14,
ARDROSSAN,29.78,47,0.32,
GREENCASTLE,29.81,44,0.49,
SHIELDS,29.8,51,0,
SCARBOROUGH,29.87,51,0,
CUXHAVEN, NaN, NaN, NaN,
LIVERPOOL,29.93,49,0,
HOLYHEAD,29.86,47,0.01,
HELDER,30.06,46, NaN,
YARMOUTH,30.06,49,0,
VALENTIA,29.95,51,0.09,
ROCHESPOINT,29.96,51,0,
LONDON,30.07,49,0,
CAPECLEAR,29.95,51,0,
CAPGRISNEZ,999,999,999,
BRUSSELS,30.13,51, NaN,
PORTSMOUTH,30.08,50,0,
WEYMOUTH,30.11,49,0,
PLYMOUTH,30.1,49,0,
PENZANCE,30.09,48,0,
PARIS,30.19,55,0,
STRASBOURG,999,43, NaN,
BREST,30.16,46,0,
LORIENT,30.16,46,0,
ROCHEFORT,30.16,41,0,
LYONS,30.39,45, NaN,
BIARRITZ,999,999,999,
TOULON,999,999,999,
