1862,9,8,Monday,DWR_1862_09-6.jpg
NAIRN,29.85,56,53,
ABERDEEN,29.89,55,52,0
LEITH,29.94,59,55,0
BERWICK,30,57,54,0
ARDROSSAN,29.93,57,55,0
PORTRUSH,29.98,59,56,0
GALWAY,30.02,58,57,0
VALENTIA,30.09,60,59,0.14
QUEENSTOWN,30.07,62,61,0
HOLYHEAD,30.02,59,58,0
LIVERPOOL,30.08,57,55,0
PEMBROKE,30.11,59,58,0
PENZANCE,30.19,59,58,0
PLYMOUTH,30.16,61,58,0
JERSEY,30.22,62,61,0.47
WEYMOUTH,30.14,63,62,0.12
PORTSMOUTH,30.13,63,60,0.08
DOVER,30.12,61,58,0
LONDON,30.14,60,58,0
YARMOUTH,30.13,58,55,0
SCARBOROUGH,30.05,55,54,0
SHIELDS,30.02,55,53,0
HELIGOLAND,30.1,59,58,0
HELDER,30.09,61,999,0
COPENHAGEN,30.07,60,999,0
BREST,30.21,58,999,0
BAYONNE,999,59,999,0
LISBON,30.15,73,999,0
