1862,10,1,Wednesday,DWR_1862_10-0.jpg
NAIRN,29.69,50,46,0
ABERDEEN,29.74,55,53,0
LEITH,29.81,53,49,0
BERWICK,29.82,54,50,0
ARDROSSAN,29.8,54,52,0.13
PORTRUSH,?29.80,58,56,0
GALWAY,29.87,52,49,0.35
VALENTIA,29.93,53,52,0.3
QUEENSTOWN,29.96,56,54,0.23
HOLYHEAD,29.97,59,54,0.15
LIVERPOOL,29.98,54,50,0
PEMBROKE,30.08,55,51,0.16
PENZANCE,30.16,53,52,0.25
PLYMOUTH,30.14,55,51,0.36
JERSEY,30.16,53,51,0.48
WEYMOUTH,30.11,52,46,0.09
PORTSMOUTH,30.06,51,49,0.33
DOVER,30.02,53,51,0
LONDON,30.04,50,48,0.02
YARMOUTH,30,54,52,0
SCARBOROUGH,29.91,51,49,0
SHIELDS,29.88,52,49,0
HELIGOLAND,29.98,59,58,0
HELDER,29.99,59,999,0
COPENHAGEN,30.06,59,999,0
BREST,30.23,52,999,0
BAYONNE,999,63,999,0
LISBON,999,999,999,999
