1862,4,12,Saturday,DWR_1862_04-10.jpg
NAIRN,30.32,34,33,0
ABERDEEN,30.23,34,32,0
LEITH,30.32,37,32,0
BERWICK,30.31,39,33,0
ARDROSSAN,30.34,39,36,0
PORTRUSH,30.44,36,34,0
GALWAY,30.54,39,35,0
SHIELDS,30.31,33,30,0
SCARBOROUGH,30.29,36,33,0
HELIGOLAND,29.96,45,43,0
LIVERPOOL,30.42,36,31,0
QUEENSTOWN,30.45,43,42,0
VALENTIA,30.49,41,37,0
YARMOUTH,30.27,37,35,0
LONDON,30.31,36,32,0.02
DOVER,30.23,40,?36,0
PORTSMOUTH,30.31,36,32,0
PORTLAND,30.33,37,33,0
PLYMOUTH,30.29,41,36,0
PENZANCE,30.38,39,37,0
JERSEY,30.24,41,39,0
COPENHAGEN,29.65,36,999,0
HELDER,30.17,36,999,0
BREST,30.16,44,999,0
BAYONNE,999,59,999,0
LISBON,29.81,53,999,0
