1870,11,19,Saturday,DWR_1870_11-36.jpg
HEARTSCONTENT,30.12,34,0.09,
CHRISTIANSUND,29.39,38, NaN,
SKUDDESNAES,29.39,42, NaN,
THURSO,29.07,39,0,
WICK,29.09,43,0,
OXO,29.47,40, NaN,
NAIRN,29.06,39,0,
ABERDEEN,29.2,41,0.01,
LEITH,999,40,0,
ARDROSSAN,29.11,46,0.25,
GREENCASTLE,29.07,40,0,
SHIELDS,29.31,36,0,
SCARBOROUGH,29.4,34,0,
LIVERPOOL,29.29,40,0,
HOLYHEAD,29.19,44,0.16,
HELDER,29.55,34, NaN,
YARMOUTH,29.47,38,0,
VALENTIA,29.2,46,0.69,
ROCHESPOINT,29.1,42,0.82,
PEMBROKE,29.15,47,0.23,
LONDON,29.47,33,0,
CAPECLEAR,999,999,999,
CAPGRISNEZ,29.49,35,0,
BRUSSELS,999,999, NaN,
PORTSMOUTH,29.45,999,0,
PLYMOUTH,29.32,48,0,
PENZANCE,29.27,46,999,
PARIS,999,999,0,
STRASBOURG,999,999, NaN,
BREST,999,49,0,
LORIENT,999,999,999,
ROCHEFORT,29.58,46,0.35,
LYONS,999,999, NaN,
BIARRITZ,999,999,999,
CORUNNA,999,999, NaN,
TOULON,999,999,999,
