1862,2,18,Tuesday,DWR_1862_02-17.jpg
NAIRN,29.3,35,34,0
ABERDEEN,29.38,41,40,0.15
LEITH,29.32,41,39,0
BERWICK,29.39,40,38,0
ARDROSSAN,29.24,40,38,0
PORTRUSH,29.11,42,41,0
GALWAY,28.95,47,46,0
SHIELDS,29.38,42,40,0
SCARBOROUGH,29.41,38,37,0
HELIGOLAND,29.65,37,36,0
LIVERPOOL,29.27,42,41,0.02
QUEENSTOWN,28.94,50,49,0
VALENTIA,28.94,50,49,0.6
YARMOUTH,29.45,43,42,0
LONDON,29.37,45,44,0.09
DOVER,29.42,49,48,0
PORTSMOUTH,29.29,46,45,0.27
PORTLAND,29.25,50,49,0.08
PLYMOUTH,29.12,50,49,0
PENZANCE,29.15,51,50,0.27
COPENHAGEN,29.83,32,999,0
HELDER,29.54,41,999,0
BREST,29.28,51,999,0
BAYONNE,29.59,56,999,0
LISBON,29.66,57,999,0
