1869,8,25,Wednesday,DWR_1869_08-48.jpg
HEARTSCONTENT,999,999,999,
SKUDDESNAES,999,999, NaN,
NAIRN,30.12,66,0,
ABERDEEN,30.14,68,0,
LEITH,30.22,66,0,
ARDROSSAN,30.26,60,0,
GREENCASTLE,30.22,62,0,
SHIELDS,30.24,64,0,
SCARBOROUGH,30.25,67,0,
LIVERPOOL,30.25,999,0,
HOLYHEAD,30.26,62,0,
HELDER,999,999, NaN,
YARMOUTH,30.28,64,0,
VALENTIA,30.27,59,0,
ROCHESPOINT,30.22,60,0,
PEMBROKE,30.23,999,0,
LONDON,30.27,63,0,
CAPECLEAR,30.2,60,0,
CAPGRISNEZ,30.25,63,0,
BRUSSELS,999,999, NaN,
PORTSMOUTH,30.23,64,0,
PLYMOUTH,30.22,59,0,
PENZANCE,30.2,65,0,
PARIS,999,999,0,
STRASBOURG,999,999, NaN,
BREST,30.04,68,0,
LORIENT,30.06,61,0,
ROCHEFORT,30.07,68,0,
LYONS,999,999, NaN,
BIARRITZ,30.12,79,0,
CORUNNA,999,999, NaN,
TOULON,30.13,70,0,
