1870,1,28,Friday,DWR_1870_01-54.jpg
HEARTSCONTENT,999,999,999,
CHRISTIANSUND,29.86,38, NaN,
SKUDDESNAES,30.06,35, NaN,
THURSO,999,999,999,
WICK,29.82,40,0,
OXO,30,33, NaN,
NAIRN,29.83,41,0,
ABERDEEN,29.97,33,0,
LEITH,30.01,36,0,
ARDROSSAN,29.98,41,0,
GREENCASTLE,29.85,40,0,
SHIELDS,999,29,0,
SCARBOROUGH,30.14,28,0,
LIVERPOOL,30.1,999,0,
HOLYHEAD,30.05,37,0,
HELDER,999,999, NaN,
YARMOUTH,30.23,34,0,
VALENTIA,29.77,46,0.07,
ROCHESPOINT,29.89,44,0,
PEMBROKE,30.02,41,0,
LONDON,30.21,29,0,
CAPECLEAR,29.84,44,0.07,
CAPGRISNEZ,30.22,30,0,
BRUSSELS,999,999, NaN,
PORTSMOUTH,999,36,0,
PLYMOUTH,30.1,39,0,
PENZANCE,999,40,0,
PARIS,999,999,999,
STRASBOURG,999,999, NaN,
BREST,30.03,36,0,
LORIENT,30.07,32,0,
ROCHEFORT,30.08,28,0,
LYONS,999,999, NaN,
BIARRITZ,30.05,28,0,
CORUNNA,999,999, NaN,
TOULON,30.08,32,0,
