1865,2,16,Thursday,DWR_1865_02-14.jpg
NAIRN,29.33,33,0,
ABERDEEN,29.26,33,0,
LEITH,29.33,33,0,
ARDROSSAN,29.28,34,0.15,
GREENCASTLE,999,999,999,
SHIELDS,29.4,32,0,
SCARBOROUGH,29.42,28,0,
HELIGOLAND,999,999,999,
LIVERPOOL,29.43,34,0,
HOLYHEAD,29.34,37,0.15,
GALWAY,999,999,999,
YARMOUTH,29.53,30,0,
VALENTIA,29.45,36,0.09,
QUEENSTOWN,999,999,999,
PEMBROKE,999,999,999,
LONDON,29.54,30,0,
CAPECLEAR,29.37,37,0,
DOVER,999,999,999,
PORTSMOUTH,29.5,31,0,
WEYMOUTH,29.48,36,0,
PLYMOUTH,29.44,35,0,
PENZANCE,29.39,41,0.2,
BREST,29.37,41,0.04,
LORIENT,29.41,37,0,
ROCHEFORT,29.53,39,0,
