1869,1,22,Friday,DWR_1869_01-43.jpg
HEARTSCONTENT,999,999,999,
SKUDDESNAES,999,999, NaN,
NAIRN,30.39,30,0.02,
ABERDEEN,30.39,43,0.22,
LEITH,30.36,37,0.25,
ARDROSSAN,30.38,32,0,
GREENCASTLE,999,999,999,
SHIELDS,30.33,41,0.18,
SCARBOROUGH,30.36,41,0.19,
LIVERPOOL,30.34,43,0.18,
HOLYHEAD,30.28,44,0.2,
HELDER,999,999, NaN,
YARMOUTH,30.38,35,0,
VALENTIA,30.34,39,0,
ROCHESPOINT,30.29,40,0,
PEMBROKE,999,999,999,
LONDON,30.34,32,0,
CAPECLEAR,30.27,39,0,
CAPGRISNEZ,30.38,27,0,
BRUSSELS,999,999, NaN,
PORTSMOUTH,30.34,35,0,
PLYMOUTH,30.33,35,0,
PENZANCE,30.27,39,0.02,
PARIS,999,999,0,
STRASBOURG,999,999, NaN,
BREST,30.27,34,0,
LORIENT,30.21,34,0,
ROCHEFORT,30.18,32,0,
LYONS,999,999, NaN,
BIARRITZ,30.12,45,0.04,
CORUNNA,999,999, NaN,
TOULON,29.94,39,0,
