1862,6,10,Tuesday,DWR_1862_06-9.jpg
NAIRN,29.9,52,49,0
ABERDEEN,29.89,51,48,0.18
LEITH,29.9,52,49,0
BERWICK,29.94,54,51,0
ARDROSSAN,29.85,54,51,0
PORTRUSH,29.96,54,52,0
GALWAY,29.84,55,52,0
SHIELDS,29.94,52,50,0
SCARBOROUGH,29.95,55,52,0
HELIGOLAND,29.93,64,57,0.43
LIVERPOOL,29.96,55,50,0
QUEENSTOWN,29.79,56,55,0
VALENTIA,29.67,52,50,0.14
YARMOUTH,30.04,54,51,0
LONDON,30.04,54,49,0.09
DOVER,30.05,63,58,0
PORTSMOUTH,30.02,56,52,0.07
PORTLAND,30.02,56,52,0.07
PLYMOUTH,29.96,55,51,0.07
PENZANCE,29.96,54,53,0.16
JERSEY,?30.17,60,54,0
COPENHAGEN,29.84,51,999,0
HELDER,30.01,57,999,0
BREST,30.04,53,999,0
BAYONNE,999,64,999,0
LISBON,30.03,65,999,0
