1866,5,26,Saturday,DWR_1866_05-45.jpg
SKUDDESNAES,999,999,999,
NAIRN,29.82,54,0,
ABERDEEN,29.81,51,0,
LEITH,29.85,57,0,
ARDROSSAN,29.83,54,0,
GREENCASTLE,29.86,53,0,
SHIELDS,29.89,53,0,
SCARBOROUGH,29.83,52,0,
HELIGOLAND,999,999,999,
LIVERPOOL,29.83,49,0,
HOLYHEAD,29.79,50,0,
HELDER,29.67,52,0,
YARMOUTH,29.69,52,0,
VALENTIA,29.8,52,0,
LONDON,29.65,53,0,
CAPECLEAR,999,999,999,
PORTSMOUTH,29.62,50,0,
WEYMOUTH,29.63,50,0.03,
PLYMOUTH,29.69,50,0.13,
PENZANCE,29.69,59,0,
BREST,29.65,999,0,
LORIENT,29.61,52,0.94,
ROCHEFORT,29.69,59,0,
CORUNNA,29.76,62,0,
