1861,12,20,Friday,DWR_1861_12-18.jpg
NAIRN,30.44,34,33,999
ABERDEEN,30.46,31,999,999
LEITH,30.48,37,36,999
BERWICK,30.45,40,35,999
ARDROSSAN,30.51,42,40,999
PORTRUSH,30.51,43,999,999
SHIELDS,30.5,40,38,999
GALWAY,30.57,?37,36,999
SCARBOROUGH,30.47,44,999,999
LIVERPOOL,30.52,42,39,999
VALENTIA,30.55,37,36,999
QUEENSTOWN,30.49,41,40,999
YARMOUTH,30.47,42,40,999
LONDON,30.44,42,40,999
DOVER,30.39,42,?39,999
PORTSMOUTH,30.41,40,39,999
PORTLAND,30.41,40,39,999
PLYMOUTH,30.38,40,38,999
PENZANCE,30.44,39,38,999
COPENHAGEN,30.28,29,999,999
HELDER,30.42,41,999,999
BREST,30.26,41,999,999
BAYONNE,29.86,38,999,999
LISBON,999,999,999,999
