1869,10,13,Wednesday,DWR_1869_10-24.jpg
HEARTSCONTENT,999,999,999,
SKUDDESNAES,999,999, NaN,
NAIRN,29.74,40,0.02,
ABERDEEN,29.77,42,0.01,
LEITH,999,47,0.01,
ARDROSSAN,29.94,48,0.06,
GREENCASTLE,30.03,46,0.08,
SHIELDS,999,55,0,
SCARBOROUGH,29.9,56,0.05,
LIVERPOOL,29.98,999,0.15,
HOLYHEAD,30.05,53,0.06,
HELDER,999,999, NaN,
YARMOUTH,30.02,58,0,
VALENTIA,30.2,56,0.02,
ROCHESPOINT,30.12,53,0.05,
PEMBROKE,30.09,57,0.04,
LONDON,30.09,58,0.12,
CAPECLEAR,30.14,55,0.02,
CAPGRISNEZ,30.11,59,0,
BRUSSELS,999,999, NaN,
PORTSMOUTH,30.12,58,0,
PLYMOUTH,30.16,59,0.04,
PENZANCE,30.17,56,0.06,
PARIS,999,999,999,
STRASBOURG,999,999, NaN,
BREST,30.21,57,0,
LORIENT,30.18,59,0,
ROCHEFORT,30.28,57,0,
LYONS,999,999, NaN,
BIARRITZ,30.26,61,0,
CORUNNA,999,999, NaN,
TOULON,999,999,999,
