1862,9,27,Saturday,DWR_1862_09-25.jpg
NAIRN,29.77,54,53,0.18
ABERDEEN,29.81,56,55,0
LEITH,29.82,56,55,0
BERWICK,29.87,54,50,0
ARDROSSAN,29.8,57,56,0.23
PORTRUSH,29.8,60,56,0
GALWAY,29.83,58,57,0.15
VALENTIA,29.83,60,58,0
QUEENSTOWN,29.82,63,61,0
HOLYHEAD,29.85,67,63,0
LIVERPOOL,29.92,57,55,0
PEMBROKE,29.87,60,59,0
PENZANCE,29.87,60,59,0.25
PLYMOUTH,29.88,61,60,0.21
JERSEY,29.91,63,61,0
WEYMOUTH,29.9,62,61,0.09
PORTSMOUTH,29.89,61,59,0.23
DOVER,29.94,999,999,0
LONDON,29.94,60,59,0.05
YARMOUTH,29.95,58,57,0
SCARBOROUGH,29.92,55,54,0.25
SHIELDS,29.89,55,53,0
HELIGOLAND,30,59,58,0
HELDER,29.99,57,999,0
COPENHAGEN,30.06,53,999,0
BREST,29.87,59,999,0
BAYONNE,999,66,999,0
LISBON,29.96,67,999,0
