1863,7,1,Wednesday,DWR_1863_07-0.jpg
NAIRN,30.11,57,5,0
ABERDEEN,30.17,56,4,0.25
LEITH,30.19,60,6,0
SHIELDS,30.29,58,5,0
SCARBOROUGH,30.31,56,3,0
GREENCASTLE,30.11,58,4,0
GALWAY,29.99,60,2,0
VALENTIA,29.93,58,1,0.19
QUEENSTOWN,30.05,60,1,0
LIVERPOOL,30.27,58,6,0.05
HOLYHEAD,30.2,59,4,0
PEMBROKE,30.23,58,4,0
PENZANCE,30.21,59,1,0
BREST,30.2,63,4,0
LORIENT,30.2,61,4,0
ROCHEFORT,30.28,61,2,0
PLYMOUTH,30.24,61,5,0
WEYMOUTH,30.3,61,5,0
PORTSMOUTH,30.3,60,5,
LONDON,30.35,61,8,0
DOVER,30.38,66,3,0
YARMOUTH,30.35,60,4,
HELDER,30.39,59,999,0
HELIGOLAND,30.33,58,3,0
