1869,8,17,Tuesday,DWR_1869_08-32.jpg
HEARTSCONTENT,999,999,999,
SKUDDESNAES,999,999, NaN,
NAIRN,30.39,58,0,
ABERDEEN,30.4,57,0,
LEITH,30.43,61,0,
ARDROSSAN,30.47,56,0,
GREENCASTLE,30.48,59,0,
SHIELDS,30.42,58,0,
SCARBOROUGH,30.4,57,0,
LIVERPOOL,30.41,999,0,
HOLYHEAD,30.46,58,0,
HELDER,999,999, NaN,
YARMOUTH,30.35,58,0,
VALENTIA,30.49,56,0,
ROCHESPOINT,30.48,56,0,
PEMBROKE,30.42,57,0,
LONDON,30.37,57,0.01,
CAPECLEAR,30.42,61,0,
CAPGRISNEZ,30.3,59,0,
BRUSSELS,999,999, NaN,
PORTSMOUTH,30.36,59,0,
PLYMOUTH,30.39,59,0.09,
PENZANCE,30.38,61,0,
PARIS,999,999,0,
STRASBOURG,999,999, NaN,
BREST,30.28,59,0,
LORIENT,30.26,59,0,
ROCHEFORT,30.28,61,0,
LYONS,999,999, NaN,
BIARRITZ,30.27,66,0,
CORUNNA,999,999, NaN,
TOULON,29.96,72,0,
