1871,1,1,Sunday,DWR_1871_01-0.jpg
CHRISTIANSUND,29.76,28, NaN,
SKUDDESNAES,30.05,35, NaN,
THURSO,999,999,999,
WICK,29.47,38,0.57,
OXO,30.19,32, NaN,
NAIRN,999,999,999,
ABERDEEN,29.74,33,0,
LEITH,29.76,34,0,
ARDROSSAN,29.73,39,0.01,
GREENCASTLE,999,999,999,
SHIELDS,29.99,16,0,
SCARBOROUGH,30.09,18,0,
LIVERPOOL,999,999,999,
HOLYHEAD,29.89,33,0,
HELDER,999,999, NaN,
YARMOUTH,30.19,29,0,
VALENTIA,29.71,40,0.2,
ROCHESPOINT,29.74,44,0.15,
PEMBROKE,29.92,39,0,
LONDON,30.16,23,0,
DOVER,30.16,31,0,
CAPGRISNEZ,999,999,999,
PORTSMOUTH,30.15,28,0,
PLYMOUTH,30.05,31,0,
PENZANCE,29.96,40,0.3,
SCILLY,999,999,999,
BREST,999,999,999,
LORIENT,30.13,28,0,
ROCHEFORT,30.17,24,0,
BIARRITZ,999,999,999,
