1863,10,22,Thursday,DWR_1863_10-18.jpg
NAIRN,30.02,48,2,0
ABERDEEN,30.03,50,999,0
LEITH,30.09,48,3,0
SHIELDS,30.11,47,3,0
SCARBOROUGH,30.09,51,2,0.26
GREENCASTLE,30.17,43,1,0
GALWAY,30.18,48,0,0.12
VALENTIA,30.12,53,0,0.07
QUEENSTOWN,?29.99,55,1,0.08
LIVERPOOL,30.14,53,2,0.33
HOLYHEAD,30.12,52,1,0.25
PEMBROKE,30.14,54,0,0.12
PENZANCE,30.21,55,1,0.25
BREST,30.2,55,1,0
LORIENT,30.12,55,2,0
ROCHEFORT,30.2,48,1,0
PLYMOUTH,30.17,57,1,0
WEYMOUTH,30.17,57,2,0
PORTSMOUTH,30.14,56,1,0.08
LONDON,30.13,54,2,0.01
DOVER,30.14,59,2,0
YARMOUTH,30.07,55,1,0
HELIGOLAND,30.09,51,3,0
