1862,6,30,Monday,DWR_1862_06-34.jpg
NAIRN,29.67,53,48,0
ABERDEEN,29.67,52,46,0
LEITH,29.74,57,50,0
BERWICK,29.74,55,49,0
ARDROSSAN,29.79,54,51,0
PORTRUSH,29.87,51,49,0
GALWAY,30.06,59,55,0
VALENTIA,30.13,58,55,0.09
QUEENSTOWN,30.07,60,58,0
MILFORD,999,999,999,999
HOLYHEAD,999,999,999,999
LIVERPOOL,29.93,56,51,0.16
PENZANCE,30.08,58,57,0.57
PLYMOUTH,29.99,59,55,0
JERSEY,30.03,57,56,0.13
PORTLAND,29.98,60,54,0.06
PORTSMOUTH,29.92,60,55,0
DOVER,29.89,59,56,0
LONDON,29.9,56,52,0.09
YARMOUTH,29.83,57,53,0
SCARBOROUGH,29.83,55,51,0.18
SHIELDS,29.8,54,49,0
HELIGOLAND,29.7,56,55,0.17
HELDER,29.75,57,999,0
COPENHAGEN,29.73,57,999,0
BREST,30.1,57,999,0
BAYONNE,999,62,999,0
LISBON,30.17,72,999,0
