1870,5,24,Tuesday,DWR_1870_05-46.jpg
HEARTSCONTENT,999,999,999,
CHRISTIANSUND,29.8,46, NaN,
SKUDDESNAES,29.98,47, NaN,
THURSO,29.9,49,0.2,
WICK,29.93,59,0.1,
OXO,30.05,46, NaN,
NAIRN,29.94,56,0,
ABERDEEN,29.97,57,0,
LEITH,30.09,57,0.01,
ARDROSSAN,30.14,54,0.08,
GREENCASTLE,30.21,54,0.01,
SHIELDS,999,999,999,
SCARBOROUGH,30.19,57,0,
LIVERPOOL,30.26,999,0,
HOLYHEAD,30.28,54,0,
HELDER,30.32,52, NaN,
YARMOUTH,30.32,55,0,
VALENTIA,30.41,54,0.02,
ROCHESPOINT,30.36,58,0,
PEMBROKE,30.35,50,0,
LONDON,30.35,54,0,
CAPECLEAR,30.36,54,0.04,
CAPGRISNEZ,30.34,49,0,
BRUSSELS,999,999, NaN,
PORTSMOUTH,30.35,53,0,
PLYMOUTH,30.39,56,0,
PENZANCE,30.41,55,0,
PARIS,999,999,0,
STRASBOURG,999,999, NaN,
BREST,999,999,999,
LORIENT,30.35,49,0,
ROCHEFORT,30.19,61,0,
LYONS,999,999, NaN,
BIARRITZ,30.19,62,0,
CORUNNA,999,999, NaN,
TOULON,30.41,84,0,
