1862,1,6,Monday,DWR_1862_01-4.jpg
NAIRN,29.93,35,34,0.18
ABERDEEN,29.98,35,34,999
LEITH,30.03,37,35,999
BERWICK,?29.95,39,36,999
ARDROSSAN,30.09,36,34,999
PORTRUSH,30.07,44,43,999
SHIELDS,30.05,36,34,999
GALWAY,30.15,38,37,999
SCARBOROUGH,30,38,36,0.13
LIVERPOOL,30.09,39,36,999
VALENTIA,30.18,40,39,999
QUEENSTOWN,30.17,41,40,999
YARMOUTH,29.99,36,35,0.3
LONDON,30.09,35,33,999
DOVER,30.06,37,34,999
PORTSMOUTH,30.11,38,37,999
PORTLAND,30.12,42,40,999
PLYMOUTH,30.11,43,42,999
PENZANCE,30.12,46,45,999
COPENHAGEN,29.65,15,999,999
HELDER,29.9,35,999,999
BREST,30.17,45,999,999
BAYONNE,30.16,47,999,999
LISBON,30.29,45,999,999
