1862,10,15,Wednesday,DWR_1862_10-12.jpg
NAIRN,29.52,45,43,0.5
ABERDEEN,29.57,50,47,0.35
LEITH,29.59,51,48,0
BERWICK,29.6,54,52,0
ARDROSSAN,29.56,50,48,0.38
PORTRUSH,29.51,47,45,0
GALWAY,29.61,48,46,0.55
VALENTIA,29.66,48,47,0.43
QUEENSTOWN,29.65,50,48,0
HOLYHEAD,29.64,52,51,0.45
LIVERPOOL,29.67,54,52,0.11
PEMBROKE,29.67,54,53,0.25
PENZANCE,29.74,55,54,0.52
PLYMOUTH,29.7,54,53,0
JERSEY,29.72,63,61,0
WEYMOUTH,29.66,63,61,0.06
PORTSMOUTH,29.64,63,60,0
DOVER,29.73,65,60,0
LONDON,29.66,65,60,0
YARMOUTH,29.68,63,60,0
SCARBOROUGH,29.64,58,56,0
SHIELDS,29.62,54,52,0.5
HELIGOLAND,30.02,59,58,0
HELDER,29.85,60,999,0
COPENHAGEN,30.22,46,999,0
BREST,29.74,57,999,0
BAYONNE,999,75,999,0
LISBON,999,999,999,999
