1862,5,30,Friday,DWR_1862_05-27.jpg
NAIRN,29.66,57,56,0.28
ABERDEEN,29.73,53,51,0.21
LEITH,29.63,54,53,0
BERWICK,29.71,55,52,0
ARDROSSAN,29.55,57,55,0.15
PORTRUSH,29.63,54,52,0
GALWAY,29.68,60,55,0
SHIELDS,29.68,55,53,0
SCARBOROUGH,29.69,54,52,0
HELIGOLAND,29.95,59,53,0
LIVERPOOL,29.56,60,59,?1.25
QUEENSTOWN,29.63,57,56,0.35
VALENTIA,29.71,56,52,0
YARMOUTH,29.61,57,54,0
LONDON,29.52,60,59,0
DOVER,29.51,60,58,0
PORTSMOUTH,29.44,61,60,0.17
PORTLAND,29.45,60,59,0.8
PLYMOUTH,29.43,60,59,0.36
PENZANCE,29.55,56,55,0.47
JERSEY,29.47,61,60,0.35
COPENHAGEN,30.02,55,999,0
HELDER,29.75,59,999,0
BREST,29.51,57,999,0
BAYONNE,999,61,999,0
LISBON,29.91,55,999,0
