1868,5,3,Sunday,DWR_1868_05-7.jpg
HEARTSCONTENT,29.89,28,0,
SKUDDESNAES,30.04,42, NaN,
NAIRN,29.56,51,0.11,
ABERDEEN,29.64,55,0,
LEITH,29.76,53,0,
ARDROSSAN,29.83,51,0,
GREENCASTLE,29.88,52,0,
SHIELDS,999,62,0,
SCARBOROUGH,29.86,60,0,
CUXHAVEN, NaN, NaN, NaN,
LIVERPOOL,29.93,57,0,
HOLYHEAD,29.9,53,0,
HELDER,29.98,55, NaN,
YARMOUTH,29.92,57,0,
VALENTIA,29.99,50,0,
ROCHESPOINT,29.93,53,0,
LONDON,29.95,58,0,
CAPECLEAR,29.94,999,0,
CAPGRISNEZ,999,999,999,
BRUSSELS,29.96,57, NaN,
PORTSMOUTH,29.92,61,0,
WEYMOUTH,29.93,61,0,
PLYMOUTH,29.92,55,0,
PENZANCE,29.92,57,0,
PARIS,29.97,58,0,
STRASBOURG,999,60, NaN,
BREST,29.88,999,0,
LORIENT,29.88,59,0,
ROCHEFORT,29.94,59,0,
LYONS,30.24,61, NaN,
BIARRITZ,29.98,73,0,
TOULON,30.19,68,0,
