1871,2,24,Friday,DWR_1871_02-46.jpg
CHRISTIANSUND,29.31,30, NaN,
SKUDDESNAES,29.63,37, NaN,
THURSO,29.7,48,0.15,
WICK,29.72,48,0.35,
OXO,29.6,37, NaN,
NAIRN,29.81,49,0.06,
ABERDEEN,29.85,45,0.02,
LEITH,29.95,47,0,
ARDROSSAN,30.12,47,0.03,
GREENCASTLE,30.18,46,0,
SHIELDS,30.14,45,0,
SCARBOROUGH,30.19,44,0,
LIVERPOOL,30.3,45,0,
HOLYHEAD,30.3,999,0,
HELDER,30.29,39, NaN,
YARMOUTH,30.33,42,0,
VALENTIA,30.4,46,0.02,
ROCHESPOINT,30.4,45,0,
PEMBROKE,999,44,0.01,
LONDON,30.43,43,0,
DOVER,30.44,38,0,
CAPGRISNEZ,999,999,999,
PORTSMOUTH,30.48,42,0,
PLYMOUTH,30.49,44,0,
PENZANCE,999,45,0,
SCILLY,30.48,44,0.03,
BREST,999,45,0,
LORIENT,999,999,999,
ROCHEFORT,999,999,999,
BIARRITZ,999,999,999,
