1863,7,30,Thursday,DWR_1863_07-25.jpg
NAIRN,30.22,56,4,0
ABERDEEN,30.23,56,4,0
LEITH,30.2,59,6,0
SHIELDS,30.26,55,4,0
SCARBOROUGH,30.22,57,3,0
GREENCASTLE,30.25,56,5,0
GALWAY,30.22,62,4,0
VALENTIA,30.18,64,4,0
QUEENSTOWN,30.22,60,2,0
LIVERPOOL,30.24,59,4,0
HOLYHEAD,30.2,56,3,0
PEMBROKE,30.19,59,3,0
PENZANCE,30.23,61,3,0
BREST,30.2,61,4,0
LORIENT,30.12,61,3,0
ROCHEFORT,30.2,63,2,0
PLYMOUTH,30.18,63,7,0
WEYMOUTH,30.17,60,3,0
PORTSMOUTH,30.15,62,5,0
LONDON,30.21,60,6,0
DOVER,30.23,64,4,0
YARMOUTH,30.19,58,4,0
HELIGOLAND,30.04,56,3,0
