1861,12,31,Tuesday,DWR_1861_12-28.jpg
NAIRN,30.41,39,37,999
ABERDEEN,30.41,35,34,999
LEITH,30.46,35,33,999
BERWICK,30.46,?33,999,999
ARDROSSAN,30.51,34,32,999
PORTRUSH,30.51,34,32,999
SHIELDS,30.47,38,36,999
GALWAY,30.48,30,999,999
SCARBOROUGH,30.48,37,36,999
LIVERPOOL,30.5,37,36,999
VALENTIA,30.43,35,34,999
QUEENSTOWN,30.46,43,42,999
YARMOUTH,30.48,37,36,999
LONDON,30.46,35,33,999
DOVER,30.42,40,39,999
PORTSMOUTH,30.42,35,34,999
PORTLAND,30.41,36,35,999
PLYMOUTH,30.36,40,39,999
PENZANCE,30.37,44,999,999
COPENHAGEN,30.17,32,999,999
HELDER,30.48,33,999,999
BREST,30.25,34,999,999
BAYONNE,30.07,35,999,999
LISBON,999,999,999,999
