1866,6,20,Wednesday,DWR_1866_06-34.jpg
SKUDDESNAES,999,999, NaN,
NAIRN,29.88,53,0,
ABERDEEN,29.94,50,0.15,
LEITH,29.95,54,0,
ARDROSSAN,29.89,54,0,
GREENCASTLE,29.83,54,0.17,
SHIELDS,29.99,52,0,
SCARBOROUGH,29.99,53,0.06,
HELIGOLAND,999,999,999,
LIVERPOOL,29.91,59,0.03,
HOLYHEAD,29.89,55,0.17,
HELDER,30.05,55, NaN,
YARMOUTH,30.08,53,0.11,
VALENTIA,29.65,54,0.11,
LONDON,30.07,57,0.05,
CAPECLEAR,999,999,999,
PORTSMOUTH,30.06,60,0,
WEYMOUTH,30.05,60,0,
PLYMOUTH,30.02,59,0,
PENZANCE,29.98,56,0,
BREST,30.04,61,0,
LORIENT,30,61,0,
ROCHEFORT,30.12,63,0.2,
CORUNNA,30.08,67, NaN,
