1867,4,18,Thursday,DWR_1867_04-15.jpg
SKUDDESNAES,999,999, NaN,
NAIRN,29.6,51,0,
ABERDEEN,29.65,44,0.02,
LEITH,29.73,55,0,
ARDROSSAN,29.72,48,0.08,
GREENCASTLE,29.72,49,0.2,
SHIELDS,29.83,51,0,
SCARBOROUGH,29.87,49,0,
HELIGOLAND,30.01,43,0,
LIVERPOOL,29.85,53,0.01,
HOLYHEAD,29.82,48,0.05,
HELDER,30,43, NaN,
YARMOUTH,29.93,52,0,
VALENTIA,29.6,48,0.11,
LONDON,29.93,55,0.01,
CAPECLEAR,29.7,49,0,
PORTSMOUTH,29.94,53,0,
WEYMOUTH,29.94,51,0,
PLYMOUTH,29.91,52,0,
PENZANCE,29.84,52,0,
BREST,999,54,0,
LORIENT,29.84,54,0,
ROCHEFORT,29.84,54,0,
CORUNNA,29.85,62, NaN,
