1861,12,26,Thursday,DWR_1861_12-24.jpg
NAIRN,30.3,32,31,999
ABERDEEN,30.32,32,31,999
LEITH,30.33,35,32,999
BERWICK,?30.27,29,999,999
ARDROSSAN,30.34,31,999,999
PORTRUSH,30.27,32,31,999
SHIELDS,30.32,33,31,999
GALWAY,30.32,39,38,999
SCARBOROUGH,30.3,36,35,999
LIVERPOOL,30.29,34,33,999
VALENTIA,30.25,45,44,999
QUEENSTOWN,30.25,42,41,999
YARMOUTH,30.32,41,40,999
LONDON,30.27,35,33,999
DOVER,30.27,33,32,999
PORTSMOUTH,30.28,36,35,999
PORTLAND,30.22,35,34,999
PLYMOUTH,30.19,35,34,999
PENZANCE,30.23,36,35,999
COPENHAGEN,30.24,37,999,999
HELDER,30.34,34,999,999
BREST,30.16,38,999,999
BAYONNE,30.13,44,999,999
LISBON,30.08,42,999,999
