1861,11,7,Thursday,DWR_1861_11-6.jpg
NAIRN,29.25,41,40,
ABERDEEN,29.19,43,41,
LEITH,29.27,41,38,
BERWICK,29.24,41,40,
ARDROSSAN,29.33,45,42,
PORTRUSH,29.48,37,36,
SHIELDS,29.33,37,35,
GALWAY,29.46,35,34,
SCARBOROUGH,29.36,36,35,
LIVERPOOL,29.42,40,39,
VALENTIA,29.44,42,41,
QUEENSTOWN,29.44,39,38,
YARMOUTH,29.4,38,37,
LONDON,29.49,40,38,
DOVER,29.5,45,42,
PORTSMOUTH,29.5,45,44,
PORTLAND,29.49,47,44,
PLYMOUTH,29.46,43,41,
PENZANCE,29.5,44,40,
COPENHAGEN,29.3,44,999,
HELDER,29.4,?50,999,
BREST,29.6,48,999,
BAYONNE,29.84,57,999,
LISBON,30.26,53,999,
