1863,5,16,Saturday,DWR_1863_05-13.jpg
NAIRN,29.56,51,5,0
ABERDEEN,29.61,53,5,0
LEITH,29.63,56,6,0
ARDROSSAN,29.64,50,2,0.34
PORTRUSH,29.58,49,2,0
GALWAY,29.62,54,0,0.25
VALENTIA,29.69,55,4,0.19
QUEENSTOWN,29.73,55,1,0
HOLYHEAD,29.73,53,4,0
LIVERPOOL,29.8,53,4,0.14
PEMBROKE,29.83,53,3,0.16
PENZANCE,29.93,55,1,0
BREST,30,55,2,0.08
LORIENT,30,55,3,0.04
ROCHEFORT,30.12,59,1,0
PLYMOUTH,29.93,57,2,0.1
WEYMOUTH,29.94,53,2,0.13
PORTSMOUTH,29.92,55,3,0.14
KEW,29.94,56,5,0
LONDON,29.93,54,2,0.13
DOVER,29.96,60,2,0
YARMOUTH,29.9,55,3,0.45
SCARBOROUGH,29.76,53,4,0.25
SHIELDS,29.74,54,5,0
HELIGOLAND,29.9,52,0,0.48
COPENHAGEN,29.77,55,999,0
HELDER,29.96,53,999,0
LISBON,30.12,63,999,0
