1862,3,1,Saturday,DWR_1862_03-0.jpg
NAIRN,30.26,35,33,0
ABERDEEN,30.24,37,34,0
LEITH,30.21,40,37,0
BERWICK,30.23,43,39,0
ARDROSSAN,30.24,38,36,0
PORTRUSH,30.22,38,36,0
GALWAY,30.09,40,38,0
SHIELDS,30.2,39,36,0
SCARBOROUGH,30.17,39,35,0
HELIGOLAND,30.1,34,33,0
LIVERPOOL,30.16,38,35,0
QUEENSTOWN,30,44,43,0
VALENTIA,29.99,42,39,0
YARMOUTH,30.08,39,36,0
LONDON,30.04,40,37,0
DOVER,30.01,39,38,0
PORTSMOUTH,29.96,40,37,0
PORTLAND,29.97,40,38,0
PLYMOUTH,29.9,40,38,0
PENZANCE,29.93,42,41,0.25
COPENHAGEN,29.96,21,999,0
HELDER,30.06,35,999,0
BREST,29.82,42,999,0
BAYONNE,29.71,45,999,0
LISBON,999,999,999,999
