1861,12,17,Tuesday,DWR_1861_12-15.jpg
NAIRN,29.96,47,46,999
ABERDEEN,29.98,46,44,999
LEITH,30.07,48,46,999
BERWICK,30.02,48,46,999
ARDROSSAN,30.14,48,47,999
PORTRUSH,30.15,49,48,999
SHIELDS,30.07,46,44,999
GALWAY,30.31,48,47,999
SCARBOROUGH,30.16,42,41,999
LIVERPOOL,30.25,48,46,999
VALENTIA,30.41,48,47,999
QUEENSTOWN,30.36,42,41,999
YARMOUTH,30.17,46,45,999
LONDON,30.27,47,45,999
DOVER,30.24,46,45,999
PORTSMOUTH,30.31,46,45,999
PORTLAND,30.32,45,44,999
PLYMOUTH,30.31,48,47,999
PENZANCE,30.39,48,47,999
COPENHAGEN,29.82,999,999,999
HELDER,30.13,46,999,999
BREST,30.36,48,999,999
BAYONNE,30.29,41,999,999
LISBON,999,999,999,999
