1862,4,4,Friday,DWR_1862_04-3.jpg
NAIRN,30.03,39,36,0.21
ABERDEEN,30.06,41,37,0.1
LEITH,30.08,46,41,0
BERWICK,30.08,48,45,0
ARDROSSAN,30.11,42,40,0
PORTRUSH,30.1,43,42,0
GALWAY,30.15,45,43,0
SHIELDS,30.05,44,41,0
SCARBOROUGH,30.01,46,44,0
HELIGOLAND,29.96,44,43,0
LIVERPOOL,30.11,44,39,0.03
QUEENSTOWN,30.14,50,49,0
VALENTIA,30.15,45,39,0
YARMOUTH,30.01,47,46,0
LONDON,30.04,49,47,0
DOVER,30.02,47,43,0
PORTSMOUTH,30.01,49,47,0
PORTLAND,30.05,48,47,0
PLYMOUTH,30.04,49,45,0
PENZANCE,30.13,49,45,0
JERSEY,30.1,51,50,0
COPENHAGEN,29.89,36,999,0
HELDER,30,45,999,0
BREST,30.07,44,999,0
BAYONNE,999,50,999,0
LISBON,30.21,56,999,0
