1868,10,18,Sunday,DWR_1868_10-34.jpg
HEARTSCONTENT,29.58,51,0.41,
SKUDDESNAES,29.6,46, NaN,
NAIRN,29.53,41,0,
ABERDEEN,29.56,36,0,
LEITH,29.63,41,0,
ARDROSSAN,29.64,44,0.33,
GREENCASTLE,29.68,39,0.26,
SHIELDS,29.69,39,0,
SCARBOROUGH,29.71,41,0,
CUXHAVEN, NaN, NaN, NaN,
LIVERPOOL,29.74,45,0.09,
HOLYHEAD,29.75,45,0,
HELDER,29.67,50, NaN,
YARMOUTH,29.67,49,0,
VALENTIA,29.86,44,0.18,
ROCHESPOINT,29.83,41,0,
LONDON,29.71,44,0,
CAPECLEAR,999,999,999,
CAPGRISNEZ,29.61,48,999,
BRUSSELS,29.53,53, NaN,
PORTSMOUTH,29.71,45,0.01,
WEYMOUTH,29.76,44,0,
PLYMOUTH,29.79,42,0,
PENZANCE,29.79,47,0.05,
PARIS,29.5,48,0,
STRASBOURG,999,53, NaN,
BREST,29.77,48,0,
LORIENT,29.66,48,999,
ROCHEFORT,29.56,48,999,
LYONS,29.57,57, NaN,
BIARRITZ,29.54,55,999,
TOULON,29.69,59,0,
