1861,11,26,Tuesday,DWR_1861_11-26.jpg
NAIRN,29.07,35,33,
ABERDEEN,29.14,40,37,
LEITH,29.18,45,43,
BERWICK,29.22,46,44,
ARDROSSAN,29.21,46,43,
PORTRUSH,29.22,43,42,
SHIELDS,29.26,48,45,
GALWAY,29.41,43,42,
SCARBOROUGH,29.28,52,51,
LIVERPOOL,29.31,50,49,
VALENTIA,29.5,46,45,
QUEENSTOWN,29.45,49,48,
YARMOUTH,29.47,52,51,
LONDON,29.56,54,53,
DOVER,29.65,53,52,
PORTSMOUTH,29.6,53,52,
PORTLAND,29.6,55,54,
PLYMOUTH,29.56,54,53,
PENZANCE,29.58,55,54,
COPENHAGEN,?29.57,37,999,
HELDER,29.57,43,999,
BREST,29.79,55,999,
BAYONNE,30.11,53,999,
LISBON,999,999,999,
