1863,10,2,Friday,DWR_1863_10-1.jpg
NAIRN,29.3,51,3,0
ABERDEEN,29.36,51,3,0.25
LEITH,29.43,53,3,0
SHIELDS,29.54,52,3,0
SCARBOROUGH,29.57,51,2,0
GREENCASTLE,29.5,52,2,0.15
GALWAY,29.63,53,1,0.15
VALENTIA,29.75,55,2,0.09
QUEENSTOWN,29.6,55,1,0
LIVERPOOL,29.64,52,2,0.84
HOLYHEAD,29.6,54,1,0.25
PEMBROKE,29.73,55,1,2
PENZANCE,29.87,55,1,0
BREST,29.92,55,2,0
LORIENT,29.92,54,2,0.08
ROCHEFORT,30.04,55,1,0.04
PLYMOUTH,29.81,55,2,0
WEYMOUTH,29.8,54,2,0.51
PORTSMOUTH,29.75,53,3,0.22
LONDON,29.75,51,4,0.14
DOVER,29.77,56,2,0.6
YARMOUTH,29.65,52,2,0
HELIGOLAND,29.67,55,1,0
