1864,1,1,Friday,DWR_1864_01-0.jpg
NAIRN,30.15,31,0,
ABERDEEN,30.21,38,0.2,
LEITH,30.13,39,0,
ARDROSSAN,30.13,37,0,
GREENCASTLE,29.97,39,0,
GALWAY,29.81,42,0.52,
VALENTIA,29.82,44,0.27,
CAPECLEAR,29.83,42,0.11,
QUEENSTOWN,29.71,45,0,
LIVERPOOL,29.99,38,0,
HOLYHEAD,29.93,38,0,
PEMBROKE,29.85,41,0.44,
PENZANCE,29.8,47,0.75,
BREST,29.8,46,0.59,
LORIENT,29.73,43,0.2,
ROCHEFORT,29.84,45,0.28,
PLYMOUTH,29.81,42,0,
WEYMOUTH,29.82,38,0.54,
PORTSMOUTH,29.83,37,0.8,
LONDON,29.89,34,0.11,
DOVER,29.86,35,0,
YARMOUTH,29.98,35,0,
SCARBOROUGH,29.88,37,0,
SHIELDS,30.13,39,0,
HELIGOLAND,999,999,999,
