1863,6,20,Saturday,DWR_1863_06-18.jpg
NAIRN,29.85,58,3,0
ABERDEEN,29.86,57,4,0
LEITH,29.85,54,3,0
ARDROSSAN,29.87,56,2,0
GREENCASTLE,29.88,56,1,0
GALWAY,29.85,63,5,0
VALENTIA,29.97,61,7,0
QUEENSTOWN,29.97,57,2,0.11
SHIELDS,29.88,56,3,0
SCARBOROUGH,29.79,55,1,0
LIVERPOOL,29.84,59,3,0.03
HOLYHEAD,29.84,56,999,0
PEMBROKE,29.87,58,3,0
PENZANCE,29.89,59,1,0
BREST,29.92,57,999,0.32
LORIENT,29.88,59,2,0.16
ROCHEFORT,29.96,57,0,0
BAYONNE,29.96,66,999,0
PLYMOUTH,29.85,61,5,0.25
WEYMOUTH,29.79,60,3,0.17
PORTSMOUTH,29.72,60,3,0
LONDON,29.73,59,4,0.56
DOVER,29.73,65,999,0
YARMOUTH,29.73,58,2,0.5
HELDER,29.71,58,999,0
HELIGOLAND,29.7,58,0,0
COPENHAGEN,29.86,63,999,0
LISBON,999,999,999,999
