1863,3,16,Monday,DWR_1863_03-13.jpg
NAIRN,30.11,38,4,0
ABERDEEN,30.01,41,2,0.18
LEITH,30.07,41,4,0
ARDROSSAN,30.13,40,1,0
PORTRUSH,30.2,40,1,0
GALWAY,30.19,40,2,0
VALENTIA,30.17,43,1,0
QUEENSTOWN,30.2,42,1,0
HOLYHEAD,30.03,43,1,0
LIVERPOOL,30.02,42,3,0
PEMBROKE,30.34,39,1,0
PENZANCE,30.04,45,1,0
BREST,29.92,45,2,0
LORIENT,29.84,43,4,0
ROCHEFORT,29.73,39,3,0
PLYMOUTH,29.97,41,2,0
WEYMOUTH,29.95,41,3,0
PORTSMOUTH,29.82,41,3,0
KEW,30.24,37,2,0
LONDON,29.81,40,2,0
YARMOUTH,29.78,41,4,0
SCARBOROUGH,29.87,42,2,0
SHIELDS,29.98,42,3,0
HELIGOLAND,29.64,37,0,0
COPENHAGEN,29.65,36,999,0
HELDER,29.68,41,999,0
BAYONNE,999,46,999,0
LISBON,999,999,999,0
