1869,5,12,Wednesday,DWR_1869_05-22.jpg
HEARTSCONTENT,999,999,999,
SKUDDESNAES,999,999, NaN,
NAIRN,29.94,46,0.04,
ABERDEEN,29.96,45,0.09,
LEITH,30,47,0,
ARDROSSAN,30.07,48,0,
GREENCASTLE,30.07,46,0.1,
SHIELDS,30.05,47,0,
SCARBOROUGH,30.05,49,0,
LIVERPOOL,999,53,0,
HOLYHEAD,30.09,50,0,
HELDER,999,999, NaN,
YARMOUTH,30.03,51,0,
VALENTIA,30.2,48,0,
ROCHESPOINT,30.14,46,0,
PEMBROKE,30.07,48,0,
LONDON,30.04,50,0.04,
CAPECLEAR,30.14,52,0,
CAPGRISNEZ,29.99,52,0,
BRUSSELS,999,999, NaN,
PORTSMOUTH,30.04,51,0,
PLYMOUTH,30.09,49,0,
PENZANCE,30.08,51,0,
PARIS,999,999,0,
STRASBOURG,999,999, NaN,
BREST,30,52,0,
LORIENT,29.94,48,0,
ROCHEFORT,29.94,55,0.01,
LYONS,999,999, NaN,
BIARRITZ,29.89,55,0,
CORUNNA,999,999, NaN,
TOULON,29.97,61,0,
