1862,12,9,Tuesday,DWR_1862_12-8.jpg
NAIRN,29.74,43,1,0.12
ABERDEEN,29.83,42,1,0
LEITH,29.83,47,2,0
BERWICK,29.91,43,2,0
ARDROSSAN,29.74,47,1,999
PORTRUSH,999,999,999,999
GALWAY,29.79,50,1,0.45
VALENTIA,29.88,51,0,0.1
QUEENSTOWN,29.97,50,0,999
HOLYHEAD,29.91,48,1,0.1
LIVERPOOL,30,43,1,0.11
PEMBROKE,30.07,48,1,0.2
PENZANCE,30.2,48,1,0
PLYMOUTH,30.17,48,1,0
JERSEY,30.28,48,4,0
WEYMOUTH,30.16,49,4,0
PORTSMOUTH,30.16,45,2,0
DOVER,30.14,40,1,0
LONDON,30.15,43,3,0
YARMOUTH,30.09,41,2,0
SCARBOROUGH,29.99,42,2,0
SHIELDS,29.94,42,2,0
HELIGOLAND,29.86,38,0,0.35
HELDER,30.02,43,999,0
COPENHAGEN,29.87,27,999,0
BREST,30.28,47,999,0
LORIENT,999,999,999,999
ROCHEFORT,999,999,999,999
BAYONNE,999,44,999,0
LISBON,30.4,57,999,0
