1865,8,21,Monday,DWR_1865_08-32.jpg
NAIRN,29.75,55,0.11,
ABERDEEN,29.75,55,0,
LEITH,29.73,56,0,
ARDROSSAN,29.71,58,0.09,
GREENCASTLE,29.69,60,0.17,
SHIELDS,29.72,59,0.48,
SCARBOROUGH,29.67,59,0,
HELIGOLAND,999,999,999,
LIVERPOOL,29.73,62,0.18,
HOLYHEAD,29.69,60,0.2,
GALWAY,999,999,999,
YARMOUTH,29.7,61,0.4,
VALENTIA,29.71,59,0.46,
QUEENSTOWN,999,999,999,
PEMBROKE,999,999,999,
LONDON,29.78,62,0.23,
CAPECLEAR,29.68,62,0.51,
DOVER,999,999,999,
PORTSMOUTH,29.79,62,0.21,
WEYMOUTH,29.82,62,0.2,
PLYMOUTH,29.82,61,1.25,
PENZANCE,29.83,62,0.37,
BREST,29.88,66,0.35,
LORIENT,29.84,59,0.12,
ROCHEFORT,30.08,66,0.04,
