1870,9,9,Friday,DWR_1870_09-16.jpg
HEARTSCONTENT,30.22,51,0,
CHRISTIANSUND,29.04,49, NaN,
SKUDDESNAES,29.24,51, NaN,
THURSO,999,999,999,
WICK,29.23,50,0,
OXO,29.16,52, NaN,
NAIRN,29.11,50,0.4,
ABERDEEN,29.11,52,0,
LEITH,29.05,51,0.14,
ARDROSSAN,28.99,58,0.27,
GREENCASTLE,28.83,55,0.15,
SHIELDS,29.16,54,0.06,
SCARBOROUGH,29.24,55,0.06,
LIVERPOOL,29.18,59,0.05,
HOLYHEAD,29.18,58,0.13,
HELDER,29.5,54, NaN,
YARMOUTH,29.37,59,0.11,
VALENTIA,29.32,55,0.25,
ROCHESPOINT,29.29,57,0.4,
PEMBROKE,29.29,59,0.34,
LONDON,29.41,62,0.16,
CAPECLEAR,999,999,999,
CAPGRISNEZ,999,999,999,
BRUSSELS,999,999, NaN,
PORTSMOUTH,29.44,999,0.34,
PLYMOUTH,29.49,60,0.39,
PENZANCE,29.49,61,1.36,
PARIS,999,999,999,
STRASBOURG,999,999, NaN,
BREST,999,59,0.16,
LORIENT,29.71,64,0.63,
ROCHEFORT,29.93,66,0.12,
LYONS,999,999, NaN,
BIARRITZ,30.05,70,0,
CORUNNA,999,999, NaN,
TOULON,30.15,62,0,
