1861,12,28,Saturday,DWR_1861_12-26.jpg
NAIRN,30.5,25,999,999
ABERDEEN,30.54,30,999,999
LEITH,30.57,34,32,999
BERWICK,30.57,28,999,999
ARDROSSAN,30.58,30,999,999
PORTRUSH,30.47,36,35,999
SHIELDS,30.58,37,35,999
GALWAY,30.44,35,34,999
SCARBOROUGH,30.6,39,38,999
LIVERPOOL,30.58,38,36,999
VALENTIA,30.35,45,42,999
QUEENSTOWN,30.45,45,44,999
YARMOUTH,30.61,39,38,999
LONDON,30.55,39,37,999
DOVER,30.54,37,36,999
PORTSMOUTH,30.57,37,36,999
PORTLAND,30.51,39,36,999
PLYMOUTH,30.39,40,39,999
PENZANCE,30.41,46,44,999
COPENHAGEN,30.47,35,999,999
HELDER,30.64,30,999,999
BREST,30.32,34,999,999
BAYONNE,30.16,34,999,999
LISBON,999,999,999,999
