1862,10,6,Monday,DWR_1862_10-4.jpg
NAIRN,29.86,55,51,0
ABERDEEN,29.99,53,51,0
LEITH,29.98,56,52,0
BERWICK,30.07,52,49,0
ARDROSSAN,29.9,56,54,0
PORTRUSH,29.87,59,56,0
GALWAY,29.94,56,55,0.15
VALENTIA,30.01,55,51,0.24
QUEENSTOWN,29.99,58,57,0
HOLYHEAD,29.96,58,56,0
LIVERPOOL,30.1,55,53,0
PEMBROKE,30.05,60,58,0
PENZANCE,30.08,60,59,0
PLYMOUTH,30.06,61,60,0
JERSEY,30.08,60,58,0
WEYMOUTH,30.08,60,58,0
PORTSMOUTH,30.09,58,55,0
DOVER,30.1,58,56,0
LONDON,30.12,58,56,0
YARMOUTH,30.14,58,55,0
SCARBOROUGH,30.15,55,54,0
SHIELDS,30.11,54,51,0
HELIGOLAND,30.35,53,49,0
HELDER,30.22,52,999,0
COPENHAGEN,30.38,52,999,0
BREST,30.04,58,999,0
BAYONNE,999,61,999,0
LISBON,999,999,999,999
