1862,5,10,Saturday,DWR_1862_05-9.jpg
NAIRN,29.4,50,48,0.3
ABERDEEN,29.4,52,49,0
LEITH,29.44,55,51,0
BERWICK,29.46,55,51,0
ARDROSSAN,29.47,52,50,0
PORTRUSH,29.53,50,49,0
GALWAY,29.69,53,51,0
SHIELDS,29.47,52,50,0
SCARBOROUGH,29.49,52,50,0
HELIGOLAND,29.49,52,50,0
LIVERPOOL,29.57,53,51,0.03
QUEENSTOWN,29.73,54,52,0
VALENTIA,29.79,52,49,0.23
YARMOUTH,29.56,53,51,1.48
LONDON,29.62,52,50,0.22
DOVER,29.64,57,55,0
PORTSMOUTH,29.67,53,50,0.27
PORTLAND,29.68,53,51,0.1
PLYMOUTH,29.67,56,51,0
PENZANCE,29.77,54,53,0.27
JERSEY,29.81,55,52,0
COPENHAGEN,29.5,54,999,0
HELDER,29.55,53,999,0
BREST,29.77,52,999,0
BAYONNE,999,59,999,0
LISBON,30.05,59,999,0
