1870,6,23,Thursday,DWR_1870_06-44.jpg
HEARTSCONTENT,999,999,999,
CHRISTIANSUND,29.93,51, NaN,
SKUDDESNAES,30.04,54, NaN,
THURSO,30.06,51,0,
WICK,30.05,58,0,
OXO,29.89,58, NaN,
NAIRN,30.12,56,0,
ABERDEEN,30.14,57,0,
LEITH,30.19,58,0,
ARDROSSAN,30.27,54,0,
GREENCASTLE,30.32,53,0.01,
SHIELDS,999,57,0,
SCARBOROUGH,30.25,59,0,
LIVERPOOL,30.3,59,0,
HOLYHEAD,30.35,55,0,
HELDER,30.14,63, NaN,
YARMOUTH,30.2,57,0.16,
VALENTIA,30.46,57,0,
ROCHESPOINT,30.4,55,0,
PEMBROKE,30.32,55,0,
LONDON,30.22,63,0,
CAPECLEAR,999,999,999,
CAPGRISNEZ,30.16,64,0,
BRUSSELS,999,999, NaN,
PORTSMOUTH,30.17,66,0,
PLYMOUTH,30.26,63,0,
PENZANCE,30.29,64,0,
PARIS,999,999,999,
STRASBOURG,999,999, NaN,
BREST,?30.09,64,0,
LORIENT,30.13,66,0,
ROCHEFORT,30.02,73,0,
LYONS,999,999, NaN,
BIARRITZ,30.08,73,0,
CORUNNA,999,999, NaN,
TOULON,30.1,72,0,
