Var	Year	Month	Day	Hour	Minute	Value	Test
rr	1863	5	12	8	0	38.1	climatic_outliers
rr	1863	6	1	8	0	38.1	climatic_outliers
rr	1863	6	6	8	0	64.262	climatic_outliers
rr	1863	6	8	8	0	50.8	climatic_outliers
rr	1863	11	9	8	0	71.12	climatic_outliers
rr	1864	3	5	8	0	34.29	climatic_outliers
rr	1864	3	7	8	0	24.13	climatic_outliers
rr	1865	2	7	8	0	20.828	climatic_outliers
rr	1867	6	4	8	0	40.64	climatic_outliers
rr	1872	10	11	8	0	41.91	climatic_outliers
